mov_basename,date_time,num_frames,duration,file_size
CAMHDA301-20150709T121400Z,2015-07-09T12:14:00,0,2.469133312,414890593
CAMHDA301-20150709T134200Z,2015-07-09T13:42:00,229243,7649.074610176,227959024985
CAMHDA301-20150709T155000Z,2015-07-09T15:50:00,62022,2069.467365376,61678230277
CAMHDA301-20150709T222700Z,2015-07-09T22:27:00,7249,241.874960384,7208798169
CAMHDA301-20150710T183300Z,2015-07-10T18:33:00,27400,914.246664192,27248062177
CAMHDA301-20150710T231600Z,2015-07-10T23:16:00,26398,880.813277184,26251846609
CAMHDA301-20150710T233700Z,2015-07-10T23:37:00,311,10.377033728,309359777
CAMHDA301-20150711T001100Z,2015-07-11T00:11:00,37121,1238.604054528,36915056385
CAMHDA301-20150711T003200Z,2015-07-11T00:32:00,58,1.935266688,57687129
CAMHDA301-20150711T010000Z,2015-07-11T01:00:00,49356,1646.845231104,49081542081
CAMHDA301-20150712T221400Z,2015-07-12T22:14:00,87636,2924.121161728,87144491953
CAMHDA301-20150713T173800Z,2015-07-13T17:38:00,29199,974.273314816,29036675265
CAMHDA301-20150713T181200Z,2015-07-13T18:12:00,19526,651.517558784,19417637033
CAMHDA301-20150713T190500Z,2015-07-13T19:05:00,1844,61.528129536,1833860665
CAMHDA301-20150714T232702Z,2015-07-14T23:27:02,5309,177.143627776,5279420889
CAMHDA301-20150714T233705Z,2015-07-14T23:37:05,20963,699.465465856,20805408809
CAMHDA301-20150715T213637Z,2015-07-15T21:36:37,203750,6798.457700352,133877544641
CAMHDA301-20150715T232900Z,2015-07-15T23:29:00,69,2.302299904,68701281
CAMHDA301-20150716T000015Z,2015-07-16T00:00:15,21191,707.073081344,21032394345
CAMHDA301-20150716T010015Z,2015-07-16T01:00:15,229243,7649.074610176,227928255321
CAMHDA301-20150716T010015Z_01,2015-07-16T01:00:15,70582,2355.086229504,70190726645
CAMHDA301-20150716T010015Z_02,2015-07-16T01:00:15,229244,7649.108164608,227954298725
CAMHDA301-20150716T010015Z_03,2015-07-16T01:00:15,229243,7649.074610176,227960085861
CAMHDA301-20150716T010015Z_04,2015-07-16T01:00:15,23397,780.67990528,23267282117
CAMHDA301-20150723T162100Z,2015-07-23T16:21:00,9609,320.62029824,9555720785
CAMHDA301-20150723T225716Z,2015-07-23T22:57:16,982,32.766066688,937153873
CAMHDA301-20150723T231015Z,2015-07-23T23:10:15,829,27.660967936,81889577
CAMHDA301-20150724T211515Z,2015-07-24T21:15:15,1469,49.015635968,1417049049
CAMHDA301-20150724T212015Z,2015-07-24T21:20:15,1274,42.509135872,1223102369
CAMHDA301-20150724T212515Z,2015-07-24T21:25:15,1621,54.087368704,1567283201
CAMHDA301-20150724T214515Z,2015-07-24T21:45:15,2251,75.108368384,2200013481
CAMHDA301-20150724T215015Z,2015-07-24T21:50:15,2631,87.787700224,2576188169
CAMHDA301-20150724T220057Z,2015-07-24T22:00:57,22512,751.150432256,22343143881
CAMHDA301-20150724T231800Z,2015-07-24T23:18:00,204,6.806799872,20205185
CAMHDA301-20150725T225600Z,2015-07-25T22:56:00,14193,473.57313024,14113970457
CAMHDA301-20150725T231053Z,2015-07-25T23:10:53,22475,749.915865088,22305350073
CAMHDA301-20150727T164515Z,2015-07-27T16:45:15,22818,761.360613376,22646664729
CAMHDA301-20150727T170015Z,2015-07-27T17:00:15,22704,757.556772864,22533196281
CAMHDA301-20150727T190015Z,2015-07-27T19:00:15,91781,3062.426238976,66077683713
CAMHDA301-20150727T230015Z,2015-07-27T23:00:15,23561,786.152030208,23385518817
CAMHDA301-20150727T231515Z,2015-07-27T23:15:15,23372,779.845697536,23189531817
CAMHDA301-20150727T233015Z,2015-07-27T23:30:15,23298,777.376628736,23124252313
CAMHDA301-20150727T234515Z,2015-07-27T23:45:15,23406,780.980191232,23228599481
CAMHDA301-20150728T000015Z,2015-07-28T00:00:15,23373,779.87905536,23199390889
CAMHDA301-20150728T001515Z,2015-07-28T00:15:15,23220,774.773997568,23044581505
CAMHDA301-20150804T173021Z,2015-08-04T17:30:21,23879,796.762701824,23742937905
CAMHDA301-20150804T180021Z,2015-08-04T18:00:21,23994,800.599769088,23858339665
CAMHDA301-20150804T183021Z,2015-08-04T18:30:21,24147,805.704957952,24011415929
CAMHDA301-20150804T190020Z,2015-08-04T19:00:20,24110,804.470325248,23974007153
CAMHDA301-20150804T220020Z,2015-08-04T22:00:20,24301,810.843373568,24160572833
CAMHDA301-20150805T010020Z,2015-08-05T01:00:20,24109,804.436901888,23970808177
CAMHDA301-20150805T040021Z,2015-08-05T04:00:21,24072,803.202400256,23934636393
CAMHDA301-20150805T070015Z,2015-08-05T07:00:15,23345,778.944774144,23212731553
CAMHDA301-20150805T100015Z,2015-08-05T10:00:15,1478,49.315934208,1467114969
CAMHDA301-20150805T100015Z_01,2015-08-05T10:00:15,21980,733.39928576,21857928517
CAMHDA301-20150805T130015Z,2015-08-05T13:00:15,23413,781.213761536,23281159353
CAMHDA301-20150805T160019Z,2015-08-05T16:00:19,23549,785.751605248,23415632601
CAMHDA301-20150805T190020Z,2015-08-05T19:00:20,23919,798.097342464,23782615873
CAMHDA301-20150825T210019Z,2015-08-25T21:00:19,23858,796.061925376,23719578417
CAMHDA301-20150826T220017Z,2015-08-26T22:00:17,23497,784.016474112,23365394641
CAMHDA301-20150827T010016Z,2015-08-27T01:00:16,23473,783.215689728,23338720969
CAMHDA301-20150827T040020Z,2015-08-27T04:00:20,24020,801.467334656,23883517785
CAMHDA301-20150902T070020Z,2015-09-02T07:00:20,24071,803.169042432,23934607721
CAMHDA301-20150902T100020Z,2015-09-02T10:00:20,24185,806.972817408,24048050569
CAMHDA301-20150902T130020Z,2015-09-02T13:00:20,24033,801.901051904,23895691097
CAMHDA301-20150902T160020Z,2015-09-02T16:00:20,24300,810.810015744,24162260385
CAMHDA301-20150902T190020Z,2015-09-02T19:00:20,23958,799.398559744,23822167369
CAMHDA301-20150902T220021Z,2015-09-02T22:00:21,24035,801.967898624,23898742617
CAMHDA301-20150903T010020Z,2015-09-03T01:00:20,24223,808.240807936,24086685073
CAMHDA301-20150903T040020Z,2015-09-03T04:00:20,24297,810.709876736,24160224673
CAMHDA301-20150909T000020Z,2015-09-09T00:00:20,23842,795.52806912,23706835753
CAMHDA301-20150909T030020Z,2015-09-09T03:00:20,24338,812.077940736,24200099761
CAMHDA301-20150909T060021Z,2015-09-09T06:00:21,24033,801.901051904,23894851417
CAMHDA301-20150909T090020Z,2015-09-09T09:00:20,24034,801.934475264,23896809305
CAMHDA301-20150909T120020Z,2015-09-09T12:00:20,24148,805.738315776,24010117497
CAMHDA301-20150909T150020Z,2015-09-09T15:00:20,24034,801.934475264,23898218329
CAMHDA301-20150909T180020Z,2015-09-09T18:00:20,24109,804.436901888,23973089649
CAMHDA301-20150909T210020Z,2015-09-09T21:00:20,24071,803.169042432,23934607721
CAMHDA301-20150916T000020Z,2015-09-16T00:00:20,24110,804.470325248,23972581745
CAMHDA301-20150916T030020Z,2015-09-16T03:00:20,1108,36.970266624,1099168113
CAMHDA301-20150916T030020Z_01,2015-09-16T03:00:20,23077,770.002518016,22948824173
CAMHDA301-20150916T060020Z,2015-09-16T06:00:20,23995,800.633257984,23858806609
CAMHDA301-20150916T090020Z,2015-09-16T09:00:20,23881,796.829351936,23742958385
CAMHDA301-20150916T120020Z,2015-09-16T12:00:20,23995,800.633257984,23858990929
CAMHDA301-20150916T150021Z,2015-09-16T15:00:21,24262,809.542090752,24125412761
CAMHDA301-20150916T180020Z,2015-09-16T18:00:20,23958,799.398559744,23822969161
CAMHDA301-20150916T210021Z,2015-09-16T21:00:21,23881,796.829351936,23746382641
CAMHDA301-20150923T000020Z,2015-09-23T00:00:20,24033,801.901051904,23897812825
CAMHDA301-20150923T030020Z,2015-09-23T03:00:20,23996,800.666484736,23857352529
CAMHDA301-20150923T060020Z,2015-09-23T06:00:20,24034,801.934475264,23897796441
CAMHDA301-20150923T090020Z,2015-09-23T09:00:20,23920,798.130700288,23781808961
CAMHDA301-20150923T120021Z,2015-09-23T12:00:21,24110,804.470325248,23972520305
CAMHDA301-20150923T150021Z,2015-09-23T15:00:21,23921,798.163992576,23783488321
CAMHDA301-20150923T180020Z,2015-09-23T18:00:20,24110,804.470325248,23975227761
CAMHDA301-20150923T210020Z,2015-09-23T21:00:20,24071,803.169042432,23935541609
CAMHDA301-20150930T000020Z,2015-09-30T00:00:20,24033,801.901051904,23899598681
CAMHDA301-20150930T030020Z,2015-09-30T03:00:20,24071,803.169042432,23933591913
CAMHDA301-20150930T060020Z,2015-09-30T06:00:20,24338,812.077940736,24201045937
CAMHDA301-20150930T090021Z,2015-09-30T09:00:21,24148,805.738315776,24012222841
CAMHDA301-20150930T120020Z,2015-09-30T12:00:20,24110,804.470325248,23976038769
CAMHDA301-20150930T150020Z,2015-09-30T15:00:20,24072,803.202400256,23933841769
CAMHDA301-20150930T180021Z,2015-09-30T18:00:21,24300,810.810015744,24162244001
CAMHDA301-20150930T210020Z,2015-09-30T21:00:20,24034,801.934475264,23897894745
CAMHDA301-20151007T000020Z,2015-10-07T00:00:20,24262,809.542090752,24122783129
CAMHDA301-20151007T030020Z,2015-10-07T03:00:20,24300,810.810015744,24162268577
CAMHDA301-20151007T060020Z,2015-10-07T06:00:20,23882,796.862775296,23748033329
CAMHDA301-20151007T090020Z,2015-10-07T09:00:20,24109,804.436901888,23972262257
CAMHDA301-20151007T120020Z,2015-10-07T12:00:20,24033,801.901051904,23897636697
CAMHDA301-20151007T150020Z,2015-10-07T15:00:20,23996,800.666484736,23859175249
CAMHDA301-20151007T180020Z,2015-10-07T18:00:20,24033,801.901051904,23897108313
CAMHDA301-20151007T210020Z,2015-10-07T21:00:20,24110,804.470325248,23973425521
CAMHDA301-20151014T000020Z,2015-10-14T00:00:20,24034,801.934475264,23895519065
CAMHDA301-20151014T030020Z,2015-10-14T03:00:20,23956,799.331844096,23821028681
CAMHDA301-20151014T060021Z,2015-10-14T06:00:21,24109,804.436901888,23974068593
CAMHDA301-20151014T090020Z,2015-10-14T09:00:20,24110,804.470325248,23973339505
CAMHDA301-20151014T120020Z,2015-10-14T12:00:20,24147,805.704957952,24010183033
CAMHDA301-20151014T150020Z,2015-10-14T15:00:20,24148,805.738315776,24012018041
CAMHDA301-20151014T180021Z,2015-10-14T18:00:21,24071,803.169042432,23934181737
CAMHDA301-20151014T210020Z,2015-10-14T21:00:20,24031,801.834401792,23895813977
CAMHDA301-20151021T000020Z,2015-10-21T00:00:20,24071,803.169042432,23933374825
CAMHDA301-20151021T030020Z,2015-10-21T03:00:20,23957,799.36520192,23822196041
CAMHDA301-20151021T060020Z,2015-10-21T06:00:20,23920,798.130700288,23785249601
CAMHDA301-20151021T090020Z,2015-10-21T09:00:20,24073,803.23575808,23936512361
CAMHDA301-20151021T120020Z,2015-10-21T12:00:20,24032,801.867759616,23896756057
CAMHDA301-20151021T150020Z,2015-10-21T15:00:20,24034,801.934475264,23895248729
CAMHDA301-20151021T180021Z,2015-10-21T18:00:21,23995,800.633257984,23856111441
CAMHDA301-20151021T210020Z,2015-10-21T21:00:20,24071,803.169042432,23934599529
CAMHDA301-20151028T000021Z,2015-10-28T00:00:21,23957,799.36520192,23821364553
CAMHDA301-20151028T030020Z,2015-10-28T03:00:20,24034,801.934475264,23897255769
CAMHDA301-20151028T060020Z,2015-10-28T06:00:20,24033,801.901051904,23894458201
CAMHDA301-20151028T090020Z,2015-10-28T09:00:20,23996,800.666484736,23859933009
CAMHDA301-20151028T120020Z,2015-10-28T12:00:20,5742,191.591399424,5708245577
CAMHDA301-20151028T120020Z_01,2015-10-28T12:00:20,18368,612.878974976,18265931653
CAMHDA301-20151028T150020Z,2015-10-28T15:00:20,23995,800.633257984,23858757457
CAMHDA301-20151028T180020Z,2015-10-28T18:00:20,24187,807.039598592,24049021321
CAMHDA301-20151028T210020Z,2015-10-28T21:00:20,24148,805.738315776,24011522425
CAMHDA301-20151104T000020Z,2015-11-04T00:00:20,1371,45.745700864,1358999481
CAMHDA301-20151104T030020Z,2015-11-04T03:00:20,23805,794.293501952,23670094625
CAMHDA301-20151104T060020Z,2015-11-04T06:00:20,24186,807.006175232,24048948105
CAMHDA301-20151104T090020Z,2015-11-04T09:00:20,23881,796.829351936,23747271473
CAMHDA301-20151104T120020Z,2015-11-04T12:00:20,24148,805.738315776,24011948409
CAMHDA301-20151104T150020Z,2015-11-04T15:00:20,24111,804.503683072,23974330737
CAMHDA301-20151104T180020Z,2015-11-04T18:00:20,24072,803.202400256,23936336233
CAMHDA301-20151104T210020Z,2015-11-04T21:00:20,23919,798.097342464,23783340865
CAMHDA301-20151111T000020Z,2015-11-11T00:00:20,24005,800.966836224,23868428121
CAMHDA301-20151111T030020Z,2015-11-11T03:00:20,24033,801.901051904,23895826265
CAMHDA301-20151111T060020Z,2015-11-11T06:00:20,23919,798.097342464,23783398209
CAMHDA301-20151111T090020Z,2015-11-11T09:00:20,24110,804.470325248,23973151089
CAMHDA301-20151111T120020Z,2015-11-11T12:00:20,23997,800.69984256,23861981009
CAMHDA301-20151111T150020Z,2015-11-11T15:00:20,24034,801.934475264,23898357593
CAMHDA301-20151111T180021Z,2015-11-11T18:00:21,23882,796.862775296,23746136881
CAMHDA301-20151111T210020Z,2015-11-11T21:00:20,24149,805.771608064,24014672249
CAMHDA301-20151118T000020Z,2015-11-18T00:00:20,24109,804.436901888,23972381041
CAMHDA301-20151118T030020Z,2015-11-18T03:00:20,24034,801.934475264,23897923417
CAMHDA301-20151118T060020Z,2015-11-18T06:00:20,24070,803.135684608,23933677929
CAMHDA301-20151118T090020Z,2015-11-18T09:00:20,24072,803.202400256,23937417577
CAMHDA301-20151118T120020Z,2015-11-18T12:00:20,24148,805.738315776,24012960121
CAMHDA301-20151118T150020Z,2015-11-18T15:00:20,1214,40.507133952,1204579729
CAMHDA301-20151118T150020Z_01,2015-11-18T15:00:20,22781,760.126046208,22654467613
CAMHDA301-20151118T180020Z,2015-11-18T18:00:20,23957,799.36520192,23822220617
CAMHDA301-20151119T210000Z,2015-11-19T21:00:00,11326,377.9108864,6619467213
CAMHDA301-20151120T000000Z,2015-11-20T00:00:00,25196,840.706555904,14074840709
CAMHDA301-20151120T090000Z,2015-11-20T09:00:00,307,10.243566592,6699889
CAMHDA301-20151120T180000Z,2015-11-20T18:00:00,19964,666.132086784,11418508165
CAMHDA301-20151120T210000Z,2015-11-20T21:00:00,25175,840.005844992,14148257729
CAMHDA301-20151121T000000Z,2015-11-21T00:00:00,25161,839.538704384,14043078745
CAMHDA301-20151121T150000Z,2015-11-21T15:00:00,25172,839.90577152,14091538949
CAMHDA301-20151121T180000Z,2015-11-21T18:00:00,25178,840.105918464,14174375973
CAMHDA301-20151121T210000Z,2015-11-21T21:00:00,25170,839.838990336,14080283689
CAMHDA301-20151122T000000Z,2015-11-22T00:00:00,25154,839.30513408,14263435685
CAMHDA301-20151122T030000Z,2015-11-22T03:00:00,25187,840.406269952,14004266497
CAMHDA301-20151122T060000Z,2015-11-22T06:00:00,25154,839.30513408,14142830501
CAMHDA301-20151122T090000Z,2015-11-22T09:00:00,25169,839.805632512,14152033185
CAMHDA301-20151122T120000Z,2015-11-22T12:00:00,25168,839.772274688,14082403597
CAMHDA301-20151122T150000Z,2015-11-22T15:00:00,25174,839.972487168,14072484653
CAMHDA301-20151122T180000Z,2015-11-22T18:00:00,25174,839.972487168,14181763373
CAMHDA301-20151122T210000Z,2015-11-22T21:00:00,25205,841.00677632,14118572129
CAMHDA301-20151123T000000Z,2015-11-23T00:00:00,25184,840.306130944,14192136773
CAMHDA301-20151123T030000Z,2015-11-23T03:00:00,25173,839.939063808,14150076569
CAMHDA301-20151123T060000Z,2015-11-23T06:00:00,25194,840.63977472,14059148969
CAMHDA301-20151123T090000Z,2015-11-23T09:00:00,25171,839.872413696,14166230897
CAMHDA301-20151123T120000Z,2015-11-23T12:00:00,25204,840.973484032,14155379149
CAMHDA301-20151123T150000Z,2015-11-23T15:00:00,25177,840.07256064,14194609553
CAMHDA301-20151123T180000Z,2015-11-23T18:00:00,25183,840.27277312,14202884017
CAMHDA301-20151123T210000Z,2015-11-23T21:00:00,25183,840.27277312,14036724657
CAMHDA301-20151124T000000Z,2015-11-24T00:00:00,25203,840.940126208,14181233465
CAMHDA301-20151124T030000Z,2015-11-24T03:00:00,25172,839.90577152,14218459653
CAMHDA301-20151124T060000Z,2015-11-24T06:00:00,25169,839.805632512,14147853217
CAMHDA301-20151124T090000Z,2015-11-24T09:00:00,25170,839.838990336,14081742377
CAMHDA301-20151124T120000Z,2015-11-24T12:00:00,25170,839.838990336,14115182121
CAMHDA301-20151124T150000Z,2015-11-24T15:00:00,25146,839.038205952,14088456617
CAMHDA301-20151124T180000Z,2015-11-24T18:00:00,25171,839.872413696,14187936625
CAMHDA301-20151124T210000Z,2015-11-24T21:00:00,25159,839.471988736,14039658801
CAMHDA301-20151125T000000Z,2015-11-25T00:00:00,25168,839.772274688,14154560781
CAMHDA301-20151125T030000Z,2015-11-25T03:00:00,25156,839.371915264,14236223693
